objectid,title,date,description,filename,youtubeid,format
1000012883,Juan_Bardina,65,Pictures I took over the years,1000012883.jpg,,image/jpeg
1000012884,Juan_Bardina,66,Pictures I took over the years,1000012884.jpg,,image/jpeg
1000012886,Juan_Bardina,67,Pictures I took over the years,1000012886.jpg,,image/jpeg
1000013077,Juan_Bardina,68,Pictures I took over the years,1000013077.jpg,,image/jpeg
1000013078,Juan_Bardina,69,Pictures I took over the years,1000013078.jpg,,image/jpeg
1000013079,Juan_Bardina,70,Pictures I took over the years,1000013079.jpg,,image/jpeg
1000013080,Juan_Bardina,71,Pictures I took over the years,1000013080.jpg,,image/jpeg
1000013266,Juan_Bardina,72,Pictures I took over the years,1000013266.jpg,,image/jpeg
1000013407,Juan_Bardina,73,Pictures I took over the years,1000013407.jpg,,image/jpeg
1000013453,Juan_Bardina,74,Pictures I took over the years,1000013453.jpg,,image/jpeg
1000013458,Juan_Bardina,75,Pictures I took over the years,1000013458.jpg,,image/jpeg
1000013551,Juan_Bardina,76,Pictures I took over the years,1000013551.jpg,,image/jpeg
1000013553,Juan_Bardina,77,Pictures I took over the years,1000013553.jpg,,image/jpeg
1000013556,Juan_Bardina,78,Pictures I took over the years,1000013556.jpg,,image/jpeg
1000013600,Juan_Bardina,79,Pictures I took over the years,1000013600.jpg,,image/jpeg
1000013626,Juan_Bardina,80,Pictures I took over the years,1000013626.jpg,,image/jpeg
1000013629,Juan_Bardina,81,Pictures I took over the years,1000013629.jpg,,image/jpeg
1000013640,Juan_Bardina,82,Pictures I took over the years,1000013640.jpg,,image/jpeg
1000013657,Juan_Bardina,83,Pictures I took over the years,1000013657.jpg,,image/jpeg
1000013658,Juan_Bardina,84,Pictures I took over the years,1000013658.jpg,,image/jpeg
1000013659,Juan_Bardina,85,Pictures I took over the years,1000013659.jpg,,image/jpeg
1000013680,Juan_Bardina,86,Pictures I took over the years,1000013680.jpg,,image/jpeg
1000013696,Juan_Bardina,87,Pictures I took over the years,1000013696.jpg,,image/jpeg
1000013710,Juan_Bardina,88,Pictures I took over the years,1000013710.jpg,,image/jpeg
1000013718,Juan_Bardina,89,Pictures I took over the years,1000013718.jpg,,image/jpeg
1000013820,Juan_Bardina,90,Pictures I took over the years,1000013820.jpg,,image/jpeg
1000013825,Juan_Bardina,91,Pictures I took over the years,1000013825.jpg,,image/jpeg
1000013830,Juan_Bardina,92,Pictures I took over the years,1000013830.jpg,,image/jpeg
1000013832,Juan_Bardina,93,Pictures I took over the years,1000013832.jpg,,image/jpeg
1000013833,Juan_Bardina,94,Pictures I took over the years,1000013833.jpg,,image/jpeg
1000013834,Juan_Bardina,95,Pictures I took over the years,1000013834.jpg,,image/jpeg
1000013836,Juan_Bardina,96,Pictures I took over the years,1000013836.jpg,,image/jpeg
1000013837,Juan_Bardina,97,Pictures I took over the years,1000013837.jpg,,image/jpeg
1000013894,Juan_Bardina,98,Pictures I took over the years,1000013894.jpg,,image/jpeg
1000013895,Juan_Bardina,99,Pictures I took over the years,1000013895.jpg,,image/jpeg
1000013899,Juan_Bardina,100,Pictures I took over the years,1000013899.jpg,,image/jpeg
1000013902,Juan_Bardina,101,Pictures I took over the years,1000013902.jpg,,image/jpeg
1000013903,Juan_Bardina,102,Pictures I took over the years,1000013903.jpg,,image/jpeg
1000013904,Juan_Bardina,103,Pictures I took over the years,1000013904.jpg,,image/jpeg
1000013931,Juan_Bardina,104,Pictures I took over the years,1000013931.jpg,,image/jpeg
1000013932,Juan_Bardina,105,Pictures I took over the years,1000013932.jpg,,image/jpeg
1000013933,Juan_Bardina,106,Pictures I took over the years,1000013933.jpg,,image/jpeg
1000013934,Juan_Bardina,107,Pictures I took over the years,1000013934.jpg,,image/jpeg
1000013935,Juan_Bardina,108,Pictures I took over the years,1000013935.jpg,,image/jpeg
1000013936,Juan_Bardina,109,Pictures I took over the years,1000013936.jpg,,image/jpeg
1000014051,Juan_Bardina,110,Pictures I took over the years,1000014051.jpg,,image/jpeg
1000014052,Juan_Bardina,111,Pictures I took over the years,1000014052.jpg,,image/jpeg
1000014053,Juan_Bardina,112,Pictures I took over the years,1000014053.jpg,,image/jpeg
1000014059,Juan_Bardina,113,Pictures I took over the years,1000014059.jpg,,image/jpeg
1000014062,Juan_Bardina,114,Pictures I took over the years,1000014062.jpg,,image/jpeg
1000014063,Juan_Bardina,115,Pictures I took over the years,1000014063.jpg,,image/jpeg
1000014120,Juan_Bardina,116,Pictures I took over the years,1000014120.jpg,,image/jpeg
1000014121,Juan_Bardina,117,Pictures I took over the years,1000014121.jpg,,image/jpeg
1000014123,Juan_Bardina,118,Pictures I took over the years,1000014123.jpg,,image/jpeg
1000014124,Juan_Bardina,119,Pictures I took over the years,1000014124.jpg,,image/jpeg
1000014125,Juan_Bardina,120,Pictures I took over the years,1000014125.jpg,,image/jpeg
1000014126,Juan_Bardina,121,Pictures I took over the years,1000014126.jpg,,image/jpeg
1000014127,Juan_Bardina,122,Pictures I took over the years,1000014127.jpg,,image/jpeg
1000014128,Juan_Bardina,123,Pictures I took over the years,1000014128.jpg,,image/jpeg
1000014129,Juan_Bardina,124,Pictures I took over the years,1000014129.jpg,,image/jpeg
1000014130,Juan_Bardina,125,Pictures I took over the years,1000014130.jpg,,image/jpeg
1000014131,Juan_Bardina,126,Pictures I took over the years,1000014131.jpg,,image/jpeg
1000014132,Juan_Bardina,127,Pictures I took over the years,1000014132.jpg,,image/jpeg
1000014142,Juan_Bardina,128,Pictures I took over the years,1000014142.jpg,,image/jpeg
1000014143,Juan_Bardina,129,Pictures I took over the years,1000014143.jpg,,image/jpeg
1000014144,Juan_Bardina,130,Pictures I took over the years,1000014144.jpg,,image/jpeg
1000014145,Juan_Bardina,131,Pictures I took over the years,1000014145.jpg,,image/jpeg
1000014146,Juan_Bardina,132,Pictures I took over the years,1000014146.jpg,,image/jpeg
1000014165,Juan_Bardina,133,Pictures I took over the years,1000014165.jpg,,image/jpeg
1000014166,Juan_Bardina,134,Pictures I took over the years,1000014166.jpg,,image/jpeg
1000014167,Juan_Bardina,135,Pictures I took over the years,1000014167.jpg,,image/jpeg
1000014168,Juan_Bardina,136,Pictures I took over the years,1000014168.jpg,,image/jpeg
1000014169,Juan_Bardina,137,Pictures I took over the years,1000014169.jpg,,image/jpeg
1000014170,Juan_Bardina,138,Pictures I took over the years,1000014170.jpg,,image/jpeg
1000014171,Juan_Bardina,139,Pictures I took over the years,1000014171.jpg,,image/jpeg
1000014172,Juan_Bardina,140,Pictures I took over the years,1000014172.jpg,,image/jpeg
1000014173,Juan_Bardina,141,Pictures I took over the years,1000014173.jpg,,image/jpeg
1000014174,Juan_Bardina,142,Pictures I took over the years,1000014174.jpg,,image/jpeg
1000014175,Juan_Bardina,143,Pictures I took over the years,1000014175.jpg,,image/jpeg
1000014176,Juan_Bardina,144,Pictures I took over the years,1000014176.jpg,,image/jpeg
1000014177,Juan_Bardina,145,Pictures I took over the years,1000014177.jpg,,image/jpeg
1000014178,Juan_Bardina,146,Pictures I took over the years,1000014178.jpg,,image/jpeg
1000014179,Juan_Bardina,147,Pictures I took over the years,1000014179.jpg,,image/jpeg
1000014188,Juan_Bardina,148,Pictures I took over the years,1000014188.jpg,,image/jpeg
1000014189,Juan_Bardina,149,Pictures I took over the years,1000014189.jpg,,image/jpeg
1000014201,Juan_Bardina,150,Pictures I took over the years,1000014201.jpg,,image/jpeg
1000014279,Juan_Bardina,151,Pictures I took over the years,1000014279.jpg,,image/jpeg
1000014284,Juan_Bardina,152,Pictures I took over the years,1000014284.jpg,,image/jpeg
1000014285,Juan_Bardina,153,Pictures I took over the years,1000014285.jpg,,image/jpeg
1000014286,Juan_Bardina,154,Pictures I took over the years,1000014286.jpg,,image/jpeg
1000014287,Juan_Bardina,155,Pictures I took over the years,1000014287.jpg,,image/jpeg
1000014310,Juan_Bardina,156,Pictures I took over the years,1000014310.jpg,,image/jpeg
1000014338,Juan_Bardina,157,Pictures I took over the years,1000014338.jpg,,image/jpeg
1000014339,Juan_Bardina,158,Pictures I took over the years,1000014339.jpg,,image/jpeg
1000014340,Juan_Bardina,159,Pictures I took over the years,1000014340.jpg,,image/jpeg
1000014341,Juan_Bardina,160,Pictures I took over the years,1000014341.jpg,,image/jpeg
1000014342,Juan_Bardina,161,Pictures I took over the years,1000014342.jpg,,image/jpeg
1000014343,Juan_Bardina,162,Pictures I took over the years,1000014343.jpg,,image/jpeg
1000014344,Juan_Bardina,163,Pictures I took over the years,1000014344.jpg,,image/jpeg
1000014348,Juan_Bardina,164,Pictures I took over the years,1000014348.jpg,,image/jpeg
1000014358,Juan_Bardina,165,Pictures I took over the years,1000014358.jpg,,image/jpeg
1000014361,Juan_Bardina,166,Pictures I took over the years,1000014361.jpg,,image/jpeg
1000014364,Juan_Bardina,167,Pictures I took over the years,1000014364.jpg,,image/jpeg
1000014380,Juan_Bardina,168,Pictures I took over the years,1000014380.jpg,,image/jpeg
1000014392,Juan_Bardina,169,Pictures I took over the years,1000014392.jpg,,image/jpeg
1000014464,Juan_Bardina,170,Pictures I took over the years,1000014464.jpg,,image/jpeg
1000014480,Juan_Bardina,171,Pictures I took over the years,1000014480.jpg,,image/jpeg
1000014481,Juan_Bardina,172,Pictures I took over the years,1000014481.jpg,,image/jpeg
1000014653,Juan_Bardina,173,Pictures I took over the years,1000014653.jpg,,image/jpeg
1000014654,Juan_Bardina,174,Pictures I took over the years,1000014654.jpg,,image/jpeg
1000014659,Juan_Bardina,175,Pictures I took over the years,1000014659.jpg,,image/jpeg
1000014681,Juan_Bardina,176,Pictures I took over the years,1000014681.jpg,,image/jpeg
1000014698,Juan_Bardina,177,Pictures I took over the years,1000014698.jpg,,image/jpeg
1000014700,Juan_Bardina,178,Pictures I took over the years,1000014700.jpg,,image/jpeg
1000014741,Juan_Bardina,179,Pictures I took over the years,1000014741.jpg,,image/jpeg
1000014744,Juan_Bardina,180,Pictures I took over the years,1000014744.jpg,,image/jpeg
1000014759,Juan_Bardina,181,Pictures I took over the years,1000014759.jpg,,image/jpeg
1000014762,Juan_Bardina,182,Pictures I took over the years,1000014762.jpg,,image/jpeg
1000014765,Juan_Bardina,183,Pictures I took over the years,1000014765.jpg,,image/jpeg
1000014768,Juan_Bardina,184,Pictures I took over the years,1000014768.jpg,,image/jpeg
1000014769,Juan_Bardina,185,Pictures I took over the years,1000014769.jpg,,image/jpeg
1000014770,Juan_Bardina,186,Pictures I took over the years,1000014770.jpg,,image/jpeg
1000014771,Juan_Bardina,187,Pictures I took over the years,1000014771.jpg,,image/jpeg
1000014772,Juan_Bardina,188,Pictures I took over the years,1000014772.jpg,,image/jpeg
1000014773,Juan_Bardina,189,Pictures I took over the years,1000014773.jpg,,image/jpeg
1000014774,Juan_Bardina,190,Pictures I took over the years,1000014774.jpg,,image/jpeg
1000014781,Juan_Bardina,191,Pictures I took over the years,1000014781.jpg,,image/jpeg
1000014801,Juan_Bardina,192,Pictures I took over the years,1000014801.jpg,,image/jpeg
1000014802,Juan_Bardina,193,Pictures I took over the years,1000014802.jpg,,image/jpeg
1000014803,Juan_Bardina,194,Pictures I took over the years,1000014803.jpg,,image/jpeg
1000014804,Juan_Bardina,195,Pictures I took over the years,1000014804.jpg,,image/jpeg
1000014805,Juan_Bardina,196,Pictures I took over the years,1000014805.jpg,,image/jpeg
1000014806,Juan_Bardina,197,Pictures I took over the years,1000014806.jpg,,image/jpeg
1000014807,Juan_Bardina,198,Pictures I took over the years,1000014807.jpg,,image/jpeg
1000014808,Juan_Bardina,199,Pictures I took over the years,1000014808.jpg,,image/jpeg
1000014809,Juan_Bardina,200,Pictures I took over the years,1000014809.jpg,,image/jpeg
1000014826,Juan_Bardina,201,Pictures I took over the years,1000014826.jpg,,image/jpeg
1000014833,Juan_Bardina,202,Pictures I took over the years,1000014833.jpg,,image/jpeg
1000014835,Juan_Bardina,203,Pictures I took over the years,1000014835.jpg,,image/jpeg
1000014836,Juan_Bardina,204,Pictures I took over the years,1000014836.jpg,,image/jpeg
1000014847,Juan_Bardina,205,Pictures I took over the years,1000014847.jpg,,image/jpeg
1000014848,Juan_Bardina,206,Pictures I took over the years,1000014848.jpg,,image/jpeg
1000014849,Juan_Bardina,207,Pictures I took over the years,1000014849.jpg,,image/jpeg
1000014850,Juan_Bardina,208,Pictures I took over the years,1000014850.jpg,,image/jpeg
1000014851,Juan_Bardina,209,Pictures I took over the years,1000014851.jpg,,image/jpeg
1000014852,Juan_Bardina,210,Pictures I took over the years,1000014852.jpg,,image/jpeg
1000014853,Juan_Bardina,211,Pictures I took over the years,1000014853.jpg,,image/jpeg
1000014854,Juan_Bardina,212,Pictures I took over the years,1000014854.jpg,,image/jpeg
1000014855,Juan_Bardina,213,Pictures I took over the years,1000014855.jpg,,image/jpeg
1000014856,Juan_Bardina,214,Pictures I took over the years,1000014856.jpg,,image/jpeg
1000014857,Juan_Bardina,215,Pictures I took over the years,1000014857.jpg,,image/jpeg
1000014858,Juan_Bardina,216,Pictures I took over the years,1000014858.jpg,,image/jpeg
1000014859,Juan_Bardina,217,Pictures I took over the years,1000014859.jpg,,image/jpeg
1000014860,Juan_Bardina,218,Pictures I took over the years,1000014860.jpg,,image/jpeg
1000014877,Juan_Bardina,219,Pictures I took over the years,1000014877.jpg,,image/jpeg
1000014878,Juan_Bardina,220,Pictures I took over the years,1000014878.jpg,,image/jpeg
1000014894,Juan_Bardina,221,Pictures I took over the years,1000014894.jpg,,image/jpeg
1000014897,Juan_Bardina,222,Pictures I took over the years,1000014897.jpg,,image/jpeg
1000014903,Juan_Bardina,223,Pictures I took over the years,1000014903.jpg,,image/jpeg
1000014904,Juan_Bardina,224,Pictures I took over the years,1000014904.jpg,,image/jpeg
1000014905,Juan_Bardina,225,Pictures I took over the years,1000014905.jpg,,image/jpeg
1000014906,Juan_Bardina,226,Pictures I took over the years,1000014906.jpg,,image/jpeg
1000014907,Juan_Bardina,227,Pictures I took over the years,1000014907.jpg,,image/jpeg
1000014915,Juan_Bardina,228,Pictures I took over the years,1000014915.jpg,,image/jpeg
1000014918,Juan_Bardina,229,Pictures I took over the years,1000014918.jpg,,image/jpeg
121210_0031,Juan_Bardina,230,Pictures I took over the years,121210_0031.jpg,,image/jpeg
130929_0001,Juan_Bardina,231,Pictures I took over the years,130929_0001.jpg,,image/jpeg
130929_0002,Juan_Bardina,232,Pictures I took over the years,130929_0002.jpg,,image/jpeg
130929_0003,Juan_Bardina,233,Pictures I took over the years,130929_0003.jpg,,image/jpeg
130929_0004,Juan_Bardina,234,Pictures I took over the years,130929_0004.jpg,,image/jpeg
130929_0005,Juan_Bardina,235,Pictures I took over the years,130929_0005.jpg,,image/jpeg
130929_0006,Juan_Bardina,236,Pictures I took over the years,130929_0006.jpg,,image/jpeg
130929_0007,Juan_Bardina,237,Pictures I took over the years,130929_0007.jpg,,image/jpeg
131122_0001,Juan_Bardina,238,Pictures I took over the years,131122_0001.jpg,,image/jpeg
131122_0002,Juan_Bardina,239,Pictures I took over the years,131122_0002.jpg,,image/jpeg
131122_0003,Juan_Bardina,240,Pictures I took over the years,131122_0003.jpg,,image/jpeg
131122_0004,Juan_Bardina,241,Pictures I took over the years,131122_0004.jpg,,image/jpeg
131122_0005,Juan_Bardina,242,Pictures I took over the years,131122_0005.jpg,,image/jpeg
131215_0001,Juan_Bardina,243,Pictures I took over the years,131215_0001.jpg,,image/jpeg
131215_0002,Juan_Bardina,244,Pictures I took over the years,131215_0002.jpg,,image/jpeg
131215_0003,Juan_Bardina,245,Pictures I took over the years,131215_0003.jpg,,image/jpeg
131215_0004,Juan_Bardina,246,Pictures I took over the years,131215_0004.jpg,,image/jpeg
131215_0005,Juan_Bardina,247,Pictures I took over the years,131215_0005.jpg,,image/jpeg
131215_0006,Juan_Bardina,248,Pictures I took over the years,131215_0006.jpg,,image/jpeg
131215_0008,Juan_Bardina,249,Pictures I took over the years,131215_0008.jpg,,image/jpeg
131215_0009,Juan_Bardina,250,Pictures I took over the years,131215_0009.jpg,,image/jpeg
131215_0010,Juan_Bardina,251,Pictures I took over the years,131215_0010.jpg,,image/jpeg
131215_0012,Juan_Bardina,252,Pictures I took over the years,131215_0012.jpg,,image/jpeg
131215_0013,Juan_Bardina,253,Pictures I took over the years,131215_0013.jpg,,image/jpeg
131215_0014,Juan_Bardina,254,Pictures I took over the years,131215_0014.jpg,,image/jpeg
131215_0015,Juan_Bardina,255,Pictures I took over the years,131215_0015.jpg,,image/jpeg
1.36E+12,Juan_Bardina,256,Pictures I took over the years,1361296865186.jpg,,image/jpeg
1.36E+12,Juan_Bardina,257,Pictures I took over the years,1361296866796.jpg,,image/jpeg
1.37E+12,Juan_Bardina,258,Pictures I took over the years,1370111503902.jpg,,image/jpeg
1.39E+15,Juan_Bardina,259,Pictures I took over the years,1391454051882540.jpg,,image/jpeg
1.39E+12,Juan_Bardina,260,Pictures I took over the years,1392428943464.jpg,,image/jpeg
1.42E+12,Juan_Bardina,261,Pictures I took over the years,1418692922276.jpg,,image/jpeg
1.42E+12,Juan_Bardina,262,Pictures I took over the years,1418692922897.jpg,,image/jpeg
1.70E+18,Juan_Bardina,263,Pictures I took over the years,1696065580236784112.jpg,,image/jpeg
20220127_144841,Juan_Bardina,264,Pictures I took over the years,20220127_144841.jpg,,image/jpeg
20220301_191027,Juan_Bardina,265,Pictures I took over the years,20220301_191027.jpg,,image/jpeg
20220303_183654,Juan_Bardina,266,Pictures I took over the years,20220303_183654.jpg,,image/jpeg
20220314_173917,Juan_Bardina,267,Pictures I took over the years,20220314_173917.jpg,,image/jpeg
20220328_192740,Juan_Bardina,268,Pictures I took over the years,20220328_192740.jpg,,image/jpeg
20220328_192935,Juan_Bardina,269,Pictures I took over the years,20220328_192935.jpg,,image/jpeg
20220406_182159,Juan_Bardina,270,Pictures I took over the years,20220406_182159.jpg,,image/jpeg
20220406_182844,Juan_Bardina,271,Pictures I took over the years,20220406_182844.jpg,,image/jpeg
20220409_144035,Juan_Bardina,272,Pictures I took over the years,20220409_144035.jpg,,image/jpeg
20220409_144048,Juan_Bardina,273,Pictures I took over the years,20220409_144048.jpg,,image/jpeg
20220409_170703,Juan_Bardina,274,Pictures I took over the years,20220409_170703.jpg,,image/jpeg
20220410_194133,Juan_Bardina,275,Pictures I took over the years,20220410_194133.jpg,,image/jpeg
20220410_194833,Juan_Bardina,276,Pictures I took over the years,20220410_194833.jpg,,image/jpeg
20220410_200255,Juan_Bardina,277,Pictures I took over the years,20220410_200255.jpg,,image/jpeg
20220411_201120,Juan_Bardina,278,Pictures I took over the years,20220411_201120.jpg,,image/jpeg
20220411_201134,Juan_Bardina,279,Pictures I took over the years,20220411_201134.jpg,,image/jpeg
20220411_201141,Juan_Bardina,280,Pictures I took over the years,20220411_201141.jpg,,image/jpeg
20220411_201143,Juan_Bardina,281,Pictures I took over the years,20220411_201143.jpg,,image/jpeg
20220411_201206,Juan_Bardina,282,Pictures I took over the years,20220411_201206.jpg,,image/jpeg
20220414_172524,Juan_Bardina,283,Pictures I took over the years,20220414_172524.jpg,,image/jpeg
20220414_172526,Juan_Bardina,284,Pictures I took over the years,20220414_172526.jpg,,image/jpeg
20220420_182257,Juan_Bardina,285,Pictures I took over the years,20220420_182257.jpg,,image/jpeg
20220420_182258,Juan_Bardina,286,Pictures I took over the years,20220420_182258.jpg,,image/jpeg
20220420_190159,Juan_Bardina,287,Pictures I took over the years,20220420_190159.jpg,,image/jpeg
20220420_190203,Juan_Bardina,288,Pictures I took over the years,20220420_190203.jpg,,image/jpeg
20220422_151838,Juan_Bardina,289,Pictures I took over the years,20220422_151838.jpg,,image/jpeg
20220422_152343,Juan_Bardina,290,Pictures I took over the years,20220422_152343.jpg,,image/jpeg
20220422_154847,Juan_Bardina,291,Pictures I took over the years,20220422_154847.jpg,,image/jpeg
20220422_154919,Juan_Bardina,292,Pictures I took over the years,20220422_154919.jpg,,image/jpeg
20220422_154933,Juan_Bardina,293,Pictures I took over the years,20220422_154933.jpg,,image/jpeg
20220422_164524,Juan_Bardina,294,Pictures I took over the years,20220422_164524.jpg,,image/jpeg
20220422_164901,Juan_Bardina,295,Pictures I took over the years,20220422_164901.jpg,,image/jpeg
20220422_165335,Juan_Bardina,296,Pictures I took over the years,20220422_165335.jpg,,image/jpeg
20220423_121747,Juan_Bardina,297,Pictures I took over the years,20220423_121747.jpg,,image/jpeg
20220423_124718,Juan_Bardina,298,Pictures I took over the years,20220423_124718.jpg,,image/jpeg
20220423_124838,Juan_Bardina,299,Pictures I took over the years,20220423_124838.jpg,,image/jpeg
20220423_174755,Juan_Bardina,300,Pictures I took over the years,20220423_174755.jpg,,image/jpeg
20220423_175022,Juan_Bardina,301,Pictures I took over the years,20220423_175022.jpg,,image/jpeg
20220428_072705,Juan_Bardina,302,Pictures I took over the years,20220428_072705.jpg,,image/jpeg
20220428_072712,Juan_Bardina,303,Pictures I took over the years,20220428_072712.jpg,,image/jpeg
20220428_072916,Juan_Bardina,304,Pictures I took over the years,20220428_072916.jpg,,image/jpeg
20220430_133934,Juan_Bardina,305,Pictures I took over the years,20220430_133934.jpg,,image/jpeg
20220506_182024,Juan_Bardina,306,Pictures I took over the years,20220506_182024.jpg,,image/jpeg
20220506_182026,Juan_Bardina,307,Pictures I took over the years,20220506_182026.jpg,,image/jpeg
20220506_182028,Juan_Bardina,308,Pictures I took over the years,20220506_182028.jpg,,image/jpeg
20220506_182053,Juan_Bardina,309,Pictures I took over the years,20220506_182053.jpg,,image/jpeg
20220506_183107,Juan_Bardina,310,Pictures I took over the years,20220506_183107.jpg,,image/jpeg
20220506_183112,Juan_Bardina,311,Pictures I took over the years,20220506_183112.jpg,,image/jpeg
20220506_183117,Juan_Bardina,312,Pictures I took over the years,20220506_183117.jpg,,image/jpeg
20220506_183202,Juan_Bardina,313,Pictures I took over the years,20220506_183202.jpg,,image/jpeg
20220506_204105,Juan_Bardina,314,Pictures I took over the years,20220506_204105.jpg,,image/jpeg
20220506_204118,Juan_Bardina,315,Pictures I took over the years,20220506_204118.jpg,,image/jpeg
20220507_185824,Juan_Bardina,316,Pictures I took over the years,20220507_185824.jpg,,image/jpeg
20220507_185827,Juan_Bardina,317,Pictures I took over the years,20220507_185827.jpg,,image/jpeg
